"ms1","p","temp","alt","ms2","gX","gY","gZ","X","Y","Z","mX","mY","mZ"
942395,912.48,28.7,874.94,942403,0,0,0,270,821,-15816,2525,196,-15816
942446,912.4,28.7,875.67,942454,0,0,0,298,821,-15747,2525,196,-15747
942497,912.36,28.7,876.03,942505,0,0,0,274,822,-15740,2525,196,-15740
942553,912.46,28.7,875.12,942561,0,0,0,283,828,-15868,2520,200,-15868
942604,912.44,28.7,875.3,942612,0,0,0,283,807,-15849,2520,200,-15849
942655,912.41,28.7,875.58,942663,0,0,0,274,841,-15772,2520,200,-15772
942706,912.35,28.7,876.12,942714,0,0,0,354,865,-15727,2520,199,-15727
942757,912.41,28.7,875.58,942766,0,0,0,281,824,-15812,2520,199,-15812
942813,912.42,28.7,875.48,942821,0,0,0,294,853,-15766,2520,199,-15766
942864,912.44,28.7,875.3,942872,0,0,0,239,841,-15979,2517,208,-15979
942915,912.43,28.7,875.39,942923,0,0,0,248,813,-15771,2517,208,-15771
942966,912.43,28.7,875.39,942974,0,0,0,308,821,-15777,2517,208,-15777
943017,912.45,28.7,875.21,943026,0,0,0,271,823,-15840,2511,204,-15840
943071,912.41,28.7,875.58,943079,0,0,0,216,815,-15935,2511,204,-15935
943122,912.47,28.7,875.03,943130,0,0,0,261,816,-15830,2511,204,-15830
943173,912.4,28.7,875.67,943181,0,0,0,324,814,-15797,2520,200,-15797
943224,912.38,28.7,875.85,943233,0,0,0,271,824,-15829,2520,200,-15829
943276,912.4,28.7,875.67,943284,0,0,0,256,847,-15725,2520,200,-15725
943331,912.4,28.7,875.67,943339,0,0,0,289,857,-15725,2520,200,-15725
943382,912.39,28.7,875.76,943390,0,0,0,313,798,-15775,2509,208,-15775
943433,912.38,28.7,875.85,943441,0,0,0,274,793,-15898,2509,208,-15898
943484,912.46,28.7,875.12,943493,0,0,1,263,859,-15889,2509,208,-15889
943536,912.44,28.7,875.3,943544,0,0,0,302,850,-15704,2510,188,-15704
943591,912.44,28.7,875.3,943599,0,0,0,270,823,-15824,2510,188,-15824
943642,912.41,28.7,875.58,943650,0,0,0,314,830,-15845,2510,188,-15845
943693,912.42,28.7,875.48,943702,0,0,0,259,845,-15779,2510,195,-15779
943745,912.41,28.7,875.58,943753,0,0,0,195,795,-15879,2510,195,-15879
943796,912.36,28.7,876.03,943804,0,0,0,251,815,-15701,2510,195,-15701
943851,912.4,28.7,875.67,943857,0,0,0,285,793,-15845,2515,190,-15845
943900,912.39,28.7,875.76,943908,0,0,0,307,831,-15668,2515,190,-15668
943951,912.4,28.7,875.67,943960,0,0,0,261,822,-15799,2515,190,-15799
944003,912.4,28.7,875.67,944011,0,0,0,249,804,-16027,2509,197,-16027
944054,912.39,28.7,875.76,944066,0,0,0,283,828,-15837,2509,197,-15837
944109,912.4,28.7,875.67,944117,0,0,0,232,807,-16010,2509,197,-16010
944160,912.42,28.7,875.48,944168,0,0,0,261,807,-15702,2517,199,-15702
944211,912.42,28.7,875.48,944220,0,0,0,282,806,-15926,2517,199,-15926
944263,912.42,28.7,875.48,944271,0,0,0,238,820,-15652,2517,199,-15652
944314,912.4,28.7,875.67,944326,0,0,0,273,798,-15874,2511,202,-15874
944369,912.42,28.7,875.48,944377,0,0,0,284,808,-15853,2511,202,-15853
944420,912.38,28.7,875.85,944429,0,0,0,257,838,-15845,2511,202,-15845
944472,912.42,28.7,875.48,944480,0,0,0,284,846,-15723,2515,202,-15723
944523,912.4,28.7,875.67,944531,0,0,0,271,832,-15822,2515,202,-15822
944576,912.37,28.7,875.94,944584,0,0,0,212,832,-15698,2515,202,-15698
944627,912.38,28.7,875.85,944635,0,0,0,269,821,-15794,2515,202,-15794
944678,912.37,28.7,875.94,944687,0,0,0,232,887,-15846,2519,195,-15846
944730,912.45,28.7,875.21,944738,0,0,0,251,851,-15797,2519,195,-15797
944781,912.45,28.7,875.21,944789,0,0,0,281,820,-15772,2519,195,-15772
944836,912.43,28.7,875.39,944844,0,0,0,277,859,-15882,2519,192,-15882
944887,912.41,28.7,875.58,944896,0,0,0,274,824,-15844,2519,192,-15844
944939,912.41,28.7,875.58,944947,0,0,0,263,850,-15831,2519,192,-15831
944990,912.43,28.7,875.39,944998,0,0,0,238,821,-15822,2515,198,-15822
945041,912.4,28.7,875.67,945049,0,0,0,198,832,-15950,2515,198,-15950
945096,912.39,28.7,875.76,945104,0,0,0,277,829,-15769,2515,198,-15769
945147,912.39,28.7,875.76,945156,0,0,0,273,798,-15797,2515,200,-15797
945199,912.41,28.7,875.58,945207,0,0,0,261,831,-15801,2515,200,-15801
945250,912.43,28.7,875.39,945258,0,0,0,269,817,-15833,2515,200,-15833
945301,912.44,28.7,875.3,945309,0,0,0,288,811,-15921,2524,188,-15921
945354,912.43,28.7,875.39,945362,0,0,0,276,816,-15808,2524,188,-15808
945405,912.45,28.7,875.21,945414,0,0,0,236,824,-15637,2524,188,-15637
945457,912.44,28.7,875.3,945465,0,0,0,266,833,-15736,2518,193,-15736
945508,912.38,28.7,875.85,945516,0,0,0,234,813,-15887,2518,193,-15887
945559,912.4,28.7,875.67,945567,0,0,0,264,846,-15891,2518,193,-15891
945614,912.44,28.7,875.3,945623,0,0,0,289,837,-15816,2526,191,-15816
945666,912.42,28.7,875.48,945674,0,0,0,284,843,-15919,2526,191,-15919
945717,912.45,28.7,875.21,945725,0,0,0,293,822,-15792,2526,191,-15792
945768,912.43,28.7,875.39,945776,0,0,0,286,866,-15868,2519,208,-15868
945819,912.37,28.7,875.94,945827,0,0,0,286,826,-15809,2519,208,-15809
945874,912.42,28.7,875.48,945883,0,0,0,232,815,-15800,2519,208,-15800
945926,912.37,28.7,875.94,945934,0,0,0,274,835,-15991,2519,208,-15991
945977,912.4,28.7,875.67,945985,0,0,0,234,840,-15717,2512,203,-15717
946028,912.44,28.7,875.3,946036,0,0,0,201,818,-15847,2512,203,-15847
946079,912.43,28.7,875.39,946089,0,0,0,259,797,-15765,2512,203,-15765
946132,912.42,28.7,875.48,946141,0,0,0,231,867,-15746,2513,205,-15746
946184,912.43,28.7,875.39,946192,0,0,0,289,839,-15812,2513,205,-15812
946235,912.44,28.7,875.3,946243,0,0,0,268,854,-15704,2513,205,-15704
946286,912.41,28.7,875.58,946294,0,0,0,273,826,-15823,2516,200,-15823
946337,912.41,28.7,875.58,946350,0,0,0,265,780,-15954,2516,200,-15954
946393,912.42,28.7,875.48,946401,0,0,0,274,829,-15857,2516,200,-15857
946444,912.44,28.7,875.3,946452,0,0,0,293,844,-15803,2511,198,-15803
946495,912.38,28.7,875.85,946503,0,0,0,284,872,-15875,2511,198,-15875
946546,912.43,28.7,875.39,946554,0,0,0,253,829,-15859,2511,198,-15859
946601,912.45,28.7,875.21,946610,0,0,1,278,837,-15760,2507,203,-15760
946653,912.44,28.7,875.3,946661,0,0,0,274,806,-15815,2507,203,-15815
946704,912.47,28.7,875.03,946712,0,0,0,264,821,-15801,2507,203,-15801
946755,912.44,28.7,875.3,946763,0,0,0,291,823,-15788,2514,179,-15788
946806,912.44,28.7,875.3,946814,0,0,0,243,824,-15849,2514,179,-15849
946860,912.4,28.7,875.67,946868,0,0,0,237,840,-15871,2514,179,-15871
946911,912.4,28.7,875.67,946919,0,0,0,281,816,-15802,2514,197,-15802
946962,912.43,28.7,875.39,946970,0,0,0,203,832,-15823,2514,197,-15823
947013,912.41,28.7,875.58,947021,0,0,0,240,821,-15835,2514,197,-15835
947064,912.46,28.7,875.12,947073,0,0,0,294,817,-15869,2509,192,-15869
947120,912.39,28.7,875.76,947128,0,0,0,253,833,-15800,2509,192,-15800
947171,912.43,28.7,875.39,947179,0,0,0,269,827,-15910,2509,192,-15910
947222,912.44,28.7,875.3,947230,1,0,0,270,794,-15939,2509,192,-15939
947273,912.42,28.7,875.48,947281,0,0,0,262,802,-15963,2506,205,-15963
947324,912.42,28.7,875.48,947333,0,0,0,267,850,-15663,2506,205,-15663
947380,912.45,28.7,875.21,947388,0,0,0,257,811,-15808,2506,205,-15808
947431,912.42,28.7,875.48,947439,0,0,0,216,796,-15744,2515,203,-15744
947482,912.48,28.7,874.94,947490,0,0,0,259,811,-15818,2515,203,-15818
947533,912.4,28.7,875.67,947542,0,0,0,276,803,-15816,2515,203,-15816
947585,912.41,28.7,875.58,947593,0,0,1,265,785,-15830,2511,198,-15830
947638,912.39,28.7,875.76,947646,0,0,0,268,829,-15873,2511,198,-15873
947689,912.44,28.7,875.3,947697,0,0,0,281,866,-15964,2511,198,-15964
947740,912.39,28.7,875.76,947748,0,0,0,285,857,-15848,2531,190,-15848
947791,912.44,28.7,875.3,947800,0,0,0,300,850,-15858,2531,190,-15858
947843,912.39,28.7,875.76,947851,0,0,0,213,830,-15814,2531,190,-15814
947898,912.43,28.7,875.39,947906,0,0,0,252,826,-15851,2514,200,-15851
947949,912.42,28.7,875.48,947957,0,0,0,245,829,-15820,2514,200,-15820
948000,912.48,28.7,874.94,948008,0,0,0,313,819,-15774,2514,200,-15774
948051,912.41,28.7,875.58,948060,0,0,1,263,836,-15811,2513,196,-15811
948103,912.44,28.7,875.3,948113,0,0,0,258,813,-15825,2513,196,-15825
948158,912.44,28.7,875.3,948164,0,0,0,242,830,-15746,2513,196,-15746
948209,912.4,28.7,875.67,948215,0,0,0,272,835,-15825,2524,191,-15825
948260,912.47,28.7,875.03,948267,0,0,0,239,836,-15722,2524,191,-15722
948312,912.41,28.7,875.58,948318,0,0,0,269,809,-15825,2524,191,-15825
948363,912.45,28.7,875.21,948373,0,0,0,195,813,-15961,2512,162,-15961
948416,912.4,28.7,875.67,948424,0,0,0,256,838,-15825,2512,162,-15825
948467,912.44,28.7,875.3,948475,0,0,0,256,784,-15768,2512,162,-15768
948518,912.43,28.7,875.39,948527,0,0,0,316,859,-15743,2512,162,-15743
948570,912.43,28.7,875.39,948578,0,0,0,250,808,-15758,2514,198,-15758
948625,912.4,28.7,875.67,948633,0,0,0,302,823,-15763,2514,198,-15763
948676,912.44,28.7,875.3,948684,0,0,0,270,822,-15796,2514,198,-15796
948727,912.4,28.7,875.67,948736,0,0,0,319,805,-15752,2515,201,-15752
948779,912.38,28.7,875.85,948787,0,0,0,271,846,-15846,2515,201,-15846
948830,912.45,28.7,875.21,948838,0,0,0,222,788,-15761,2515,201,-15761
948885,912.42,28.7,875.48,948891,0,0,0,243,831,-15725,2510,198,-15725
948936,912.47,28.7,875.03,948942,0,0,0,227,867,-15840,2510,198,-15840
948987,912.43,28.7,875.39,948994,0,0,0,263,843,-15791,2510,198,-15791
949039,912.45,28.7,875.21,949045,0,0,0,259,809,-15842,2510,197,-15842
949090,912.39,28.7,875.76,949096,0,0,0,273,859,-15982,2510,197,-15982
949143,912.41,28.7,875.58,949151,0,0,0,284,808,-15833,2510,197,-15833
949194,912.41,28.7,875.58,949202,0,0,0,266,862,-15695,2513,208,-15695
949245,912.42,28.7,875.48,949254,1,0,0,278,813,-15858,2513,208,-15858
949297,912.46,28.7,875.12,949305,0,0,0,272,806,-15844,2513,208,-15844
949348,912.4,28.7,875.67,949356,0,0,0,256,796,-15816,2515,210,-15816
949403,912.41,28.7,875.58,949411,0,0,0,260,822,-15816,2515,210,-15816
949454,912.42,28.7,875.48,949463,0,0,0,349,852,-15791,2515,210,-15791
949506,912.48,28.7,874.94,949514,0,0,0,283,821,-15817,2504,204,-15817
949557,912.4,28.7,875.67,949565,0,0,1,319,877,-15955,2504,204,-15955
949608,912.4,28.7,875.67,949616,0,0,0,242,810,-15837,2504,204,-15837
949663,912.4,28.7,875.67,949669,0,0,0,319,857,-15788,2517,195,-15788
949714,912.43,28.7,875.39,949721,0,0,0,269,817,-15823,2517,195,-15823
949766,912.39,28.7,875.76,949772,0,0,0,251,816,-15886,2517,195,-15886
949817,912.43,28.7,875.39,949823,0,0,0,255,794,-15854,2517,195,-15854
949868,912.44,28.7,875.3,949874,0,0,0,244,801,-15898,2505,202,-15898
949921,912.4,28.7,875.67,949929,0,0,0,257,806,-15982,2505,202,-15982
949972,912.49,28.7,874.85,949981,0,0,0,259,835,-15822,2505,202,-15822
950024,912.47,28.7,875.03,950032,0,0,0,230,796,-15713,2520,195,-15713
950075,912.41,28.7,875.58,950083,0,0,0,268,821,-15830,2520,195,-15830
950126,912.45,28.7,875.21,950138,0,0,0,231,837,-15741,2520,195,-15741
950181,912.4,28.7,875.67,950190,0,0,0,263,827,-15945,2520,197,-15945
950233,912.4,28.7,875.67,950241,0,0,0,326,826,-15903,2520,197,-15903
950284,912.41,28.7,875.58,950292,0,0,0,305,825,-15759,2520,197,-15759
950335,912.44,28.7,875.3,950343,0,0,0,258,827,-15835,2516,203,-15835
950386,912.48,28.7,874.94,950396,0,0,0,287,820,-15903,2516,203,-15903
950439,912.37,28.7,875.94,950448,0,0,0,257,824,-15834,2516,203,-15834
950491,912.43,28.7,875.39,950499,0,0,0,275,823,-15729,2523,206,-15729
950542,912.42,28.7,875.48,950550,0,0,0,271,845,-15834,2523,206,-15834
950593,912.46,28.7,875.12,950601,0,0,0,280,846,-15912,2523,206,-15912
950644,912.43,28.7,875.39,950657,0,0,0,261,815,-15916,2514,207,-15916
950700,912.4,28.7,875.67,950708,0,0,0,222,804,-15832,2514,207,-15832
950751,912.45,28.7,875.21,950759,0,0,0,304,869,-15758,2514,207,-15758
950802,912.42,28.7,875.48,950810,0,0,0,219,813,-15785,2525,208,-15785
950853,912.5,28.7,874.76,950861,0,0,0,337,861,-15796,2525,208,-15796
950908,912.39,28.7,875.76,950917,0,0,0,250,822,-15814,2525,208,-15814
950960,912.43,28.7,875.39,950968,0,0,1,241,800,-15892,2518,203,-15892
951011,912.45,28.7,875.21,951019,0,0,0,245,844,-15800,2518,203,-15800
951062,912.47,28.7,875.03,951070,0,0,0,265,793,-15781,2518,203,-15781
951113,912.47,28.7,875.03,951121,0,0,0,279,840,-15890,2518,203,-15890
951166,912.45,28.7,875.21,951175,0,0,0,307,830,-15743,2515,197,-15743
951218,912.44,28.7,875.3,951226,0,0,0,277,816,-15801,2515,197,-15801
951269,912.42,28.7,875.48,951277,0,0,0,259,821,-15834,2515,197,-15834
951320,912.4,28.7,875.67,951328,0,0,0,254,783,-15834,2519,193,-15834
951371,912.42,28.7,875.48,951379,0,0,0,253,820,-15834,2519,193,-15834
951427,912.44,28.7,875.3,951435,0,0,0,344,802,-15863,2519,193,-15863
951478,912.41,28.7,875.58,951486,0,0,0,282,854,-15701,2522,211,-15701
951529,912.44,28.7,875.3,951537,0,0,0,275,863,-15725,2522,211,-15725
951580,912.42,28.7,875.48,951588,0,0,0,319,829,-15742,2522,211,-15742
951631,912.46,28.7,875.12,951640,0,0,0,251,824,-15862,2510,206,-15862
951687,912.41,28.7,875.58,951695,0,0,0,218,865,-15870,2510,206,-15870
951738,912.44,28.7,875.3,951746,0,0,0,275,818,-15803,2510,206,-15803
951789,912.44,28.7,875.3,951797,0,0,0,229,797,-15722,2505,202,-15722
951840,912.4,28.7,875.67,951848,0,0,0,258,832,-15803,2505,202,-15803
951891,912.39,28.7,875.76,951900,0,0,0,316,879,-15852,2505,202,-15852
951945,912.41,28.7,875.58,951953,0,0,0,239,825,-15824,2515,202,-15824
951996,912.41,28.7,875.58,952004,0,0,0,270,752,-15993,2515,202,-15993
952047,912.46,28.7,875.12,952055,0,0,0,359,778,-15808,2515,202,-15808
952098,912.47,28.7,875.03,952107,0,0,0,218,763,-15689,2516,192,-15689
952150,912.51,28.7,874.67,952162,1,-1,0,293,854,-15713,2516,192,-15713
952205,912.46,28.7,875.12,952213,1,-1,0,301,794,-15802,2516,192,-15802
952256,912.43,28.7,875.39,952264,0,-1,0,281,803,-15885,2518,191,-15885
952307,912.44,28.7,875.3,952315,0,-1,0,251,961,-15743,2518,191,-15743
952358,912.43,28.7,875.39,952367,0,0,0,354,822,-15865,2518,191,-15865
952410,912.42,28.7,875.48,952422,0,0,0,240,790,-15729,2518,199,-15729
952465,912.46,28.7,875.12,952473,0,0,0,292,881,-15847,2504,199,-15847
952516,912.46,28.7,875.12,952524,0,0,0,331,832,-15715,2504,199,-15715
952567,912.44,28.7,875.3,952576,0,0,0,234,805,-15820,2504,199,-15820
952619,912.46,28.7,875.12,952627,0,0,0,337,791,-15968,2517,198,-15968
952674,912.44,28.7,875.3,952680,0,0,0,241,849,-15784,2517,198,-15784
952725,912.47,28.6,875.03,952731,0,0,0,353,771,-15789,2517,198,-15789
952776,912.47,28.7,875.03,952782,0,0,0,240,823,-15760,2515,218,-15760
952827,912.48,28.7,874.94,952834,0,0,0,254,779,-15831,2515,218,-15831
952879,912.4,28.7,875.67,952885,0,0,0,276,840,-15812,2515,218,-15812
952932,912.46,28.7,875.12,952940,0,0,0,296,822,-15817,2512,201,-15817
952983,912.49,28.7,874.85,952991,0,0,0,274,840,-15758,2512,201,-15758
953034,912.4,28.7,875.67,953042,0,0,0,269,812,-15808,2512,201,-15808
953085,912.44,28.7,875.3,953094,0,0,0,261,882,-15729,2518,210,-15729
953137,912.39,28.7,875.76,953145,0,-1,0,307,728,-15864,2518,210,-15864
953194,912.39,28.7,875.76,953200,0,0,0,223,864,-15786,2518,210,-15786
953245,912.46,28.7,875.12,953251,0,0,0,149,842,-15631,2511,215,-15631
953296,912.46,28.7,875.12,953303,0,0,0,126,531,-15789,2511,215,-15789
953348,912.41,28.7,875.58,953354,0,0,0,55,851,-15865,2511,215,-15865
953399,912.42,28.7,875.48,953405,1,-1,0,280,660,-15811,2518,205,-15811
953452,912.4,28.7,875.67,953460,0,0,0,92,802,-15724,2518,205,-15724
953503,912.45,28.7,875.21,953511,1,-1,0,334,796,-15822,2518,205,-15822
953554,912.38,28.7,875.85,953563,0,0,0,210,919,-15794,2506,197,-15794
953606,912.39,28.7,875.76,953614,1,-1,0,232,696,-15956,2506,197,-15956
953657,912.38,28.7,875.85,953665,0,0,0,246,955,-15808,2506,197,-15808
953712,912.44,28.7,875.3,953720,0,0,0,309,766,-15949,2515,200,-15949
953763,912.43,28.7,875.39,953772,0,0,0,228,906,-15805,2515,200,-15805
953815,912.43,28.7,875.39,953823,1,0,1,255,787,-15976,2515,200,-15976
953866,912.42,28.7,875.48,953874,0,0,0,229,889,-15791,2515,200,-15791
953917,912.4,28.7,875.67,953929,0,0,0,353,771,-15770,2518,202,-15770
953972,912.42,28.7,875.48,953980,0,0,0,218,825,-15790,2518,202,-15790
954023,912.45,28.7,875.21,954032,0,0,0,287,792,-15861,2518,202,-15861
954075,912.4,28.7,875.67,954083,0,0,0,219,856,-15705,2513,198,-15705
954126,912.43,28.7,875.39,954134,1,0,0,240,855,-15831,2513,198,-15831
954177,912.42,28.7,875.48,954187,0,0,0,286,896,-15726,2513,198,-15726
954230,912.39,28.7,875.76,954238,0,0,0,51,646,-16148,2507,205,-16148
954281,912.44,28.7,875.3,954290,0,0,0,373,645,-15980,2507,205,-15980
954333,912.43,28.7,875.39,954341,0,1,0,167,755,-15901,2507,205,-15901
954384,912.39,28.7,875.76,954392,0,0,0,319,728,-15765,2521,212,-15765
954435,912.41,28.7,875.58,954447,0,2,0,172,1007,-15705,2521,212,-15705
954490,912.36,28.7,876.03,954499,1,-1,0,294,793,-15801,2521,212,-15801
954542,912.41,28.7,875.58,954550,0,0,0,52,942,-15637,2512,201,-15637
954593,912.37,28.7,875.94,954601,1,-2,0,301,856,-15816,2512,201,-15816
954644,912.42,28.7,875.48,954652,0,2,0,92,960,-15748,2512,201,-15748
954699,912.4,28.7,875.67,954707,0,-1,0,299,932,-15807,2514,198,-15807
954750,912.41,28.7,875.58,954759,0,1,0,189,962,-15762,2514,198,-15762
954802,912.39,28.7,875.76,954810,1,-1,0,242,866,-15830,2514,198,-15830
954853,912.4,28.7,875.67,954861,0,0,0,249,940,-15863,2523,200,-15863
954904,912.4,28.7,875.67,954912,0,0,0,281,779,-15925,2523,200,-15925
954959,912.37,28.7,875.94,954966,0,0,0,266,839,-15833,2523,200,-15833
955011,912.37,28.7,875.94,955017,0,0,0,264,841,-15860,2514,202,-15860
955062,912.4,28.7,875.67,955068,0,0,0,269,798,-15845,2514,202,-15845
955113,912.39,28.7,875.76,955119,0,0,0,316,871,-15853,2514,202,-15853
955164,912.36,28.7,876.03,955170,0,0,0,282,816,-15841,2514,202,-15841
955217,912.39,28.7,875.76,955226,0,0,0,239,825,-15929,2502,172,-15929
955269,912.42,28.7,875.48,955277,0,0,0,291,798,-15921,2502,172,-15921
955320,912.42,28.7,875.48,955328,0,0,0,213,880,-15856,2502,172,-15856
955371,912.4,28.7,875.67,955379,0,0,0,340,807,-15851,2513,205,-15851
955422,912.37,28.7,875.94,955430,0,0,0,227,830,-15833,2513,205,-15833
955478,912.4,28.7,875.67,955486,0,0,0,299,848,-15821,2513,205,-15821
955529,912.4,28.7,875.67,955537,0,0,0,284,813,-15809,2517,202,-15809
955580,912.38,28.7,875.85,955588,0,0,0,269,808,-15795,2517,202,-15795
955631,912.41,28.7,875.58,955639,0,0,0,261,812,-15835,2517,202,-15835
955682,912.38,28.7,875.85,955691,0,0,0,252,802,-15874,2507,207,-15874
955738,912.46,28.7,875.12,955744,0,0,0,260,868,-15807,2507,207,-15807
955789,912.42,28.7,875.48,955795,0,0,0,301,824,-15770,2507,207,-15770
955840,912.44,28.7,875.3,955846,0,0,0,150,878,-15903,2514,196,-15903
955891,912.4,28.7,875.67,955897,0,0,0,254,817,-15793,2514,196,-15793
955942,912.38,28.7,875.85,955963,0,0,0,337,867,-15912,2514,196,-15912
956006,912.37,28.7,875.94,956014,0,0,0,207,791,-15868,2518,206,-15868
956057,912.41,28.7,875.58,956065,0,0,0,255,821,-15824,2518,206,-15824
956108,912.41,28.7,875.58,956116,0,0,0,201,851,-15900,2518,206,-15900
956160,912.42,28.7,875.48,956168,0,0,0,254,823,-15861,2518,200,-15861
956211,912.43,28.7,875.39,956223,0,0,0,267,805,-15821,2518,200,-15821
956266,912.42,28.7,875.48,956274,0,0,0,264,866,-15767,2518,200,-15767
956317,912.42,28.7,875.48,956325,0,0,0,229,816,-15809,2524,205,-15809
956368,912.42,28.7,875.48,956377,0,0,0,259,802,-15913,2524,205,-15913
956420,912.41,28.7,875.58,956428,0,0,0,263,838,-15797,2524,205,-15797
956471,912.39,28.7,875.76,956481,0,0,0,294,766,-15720,2504,177,-15720
956524,912.39,28.7,875.76,956532,0,0,0,241,787,-15703,2504,177,-15703
956575,912.37,28.7,875.94,956583,0,0,0,250,802,-15723,2504,177,-15723
956626,912.4,28.7,875.67,956635,1,0,0,264,821,-15746,2504,177,-15746
956678,912.44,28.7,875.3,956686,0,0,0,308,833,-15979,2510,190,-15979
956733,912.38,28.7,875.85,956741,0,0,0,323,860,-15999,2510,190,-15999
956784,912.41,28.7,875.58,956792,0,0,0,283,789,-15810,2510,190,-15810
956835,912.4,28.7,875.67,956844,0,0,0,272,805,-15775,2522,198,-15775
956887,912.42,28.7,875.48,956895,0,0,0,271,830,-15821,2522,198,-15821
956938,912.38,28.7,875.85,956946,0,0,0,192,844,-15994,2522,198,-15994
956993,912.37,28.7,875.94,957001,0,0,0,215,793,-15851,2511,195,-15851
957044,912.38,28.7,875.85,957052,0,0,0,308,855,-15866,2511,195,-15866
957095,912.35,28.7,876.12,957104,0,0,0,219,840,-15951,2511,195,-15951
957147,912.41,28.7,875.58,957155,0,0,0,242,861,-15716,2515,201,-15716
957198,912.38,28.7,875.85,957206,0,0,0,330,847,-15804,2515,201,-15804
957253,912.38,28.7,875.85,957259,1,0,0,265,858,-15805,2515,201,-15805
957304,912.42,28.7,875.48,957310,0,0,0,267,754,-15844,2511,208,-15844
957356,912.38,28.7,875.85,957362,0,0,0,232,833,-15770,2511,208,-15770
957407,912.38,28.7,875.85,957413,0,0,0,255,803,-15920,2511,208,-15920
957458,912.44,28.7,875.3,957464,0,0,0,239,835,-15806,2507,198,-15806
957511,912.42,28.7,875.48,957519,0,0,0,275,770,-15838,2507,198,-15838
957562,912.35,28.7,876.12,957571,0,0,0,231,849,-15835,2507,198,-15835
957614,912.36,28.7,876.03,957622,0,0,0,301,809,-15846,2510,218,-15846
957665,912.4,28.7,875.67,957673,0,0,0,219,860,-15746,2510,218,-15746
957716,912.39,28.7,875.76,957724,0,0,0,278,813,-15846,2510,218,-15846
957771,912.42,28.7,875.48,957779,0,0,0,239,811,-15898,2515,198,-15898
957822,912.39,28.7,875.76,957831,0,0,0,279,842,-15863,2515,198,-15863
957874,912.39,28.7,875.76,957882,0,0,0,247,841,-15719,2515,198,-15719
957925,912.39,28.7,875.76,957933,0,0,0,301,841,-15857,2515,198,-15857
957976,912.37,28.7,875.94,957986,0,0,0,253,817,-15891,2512,200,-15891
958031,912.37,28.7,875.94,958038,0,0,0,270,815,-15742,2512,200,-15742
958081,912.42,28.7,875.48,958089,0,0,0,263,835,-15798,2512,200,-15798
958132,912.39,28.7,875.76,958140,0,0,0,349,859,-15732,2519,193,-15732
958183,912.39,28.7,875.76,958191,0,0,0,263,821,-15837,2519,193,-15837
958234,912.39,28.7,875.76,958246,0,0,0,247,788,-15844,2519,193,-15844
958289,912.34,28.7,876.21,958298,0,0,0,249,855,-15820,2521,196,-15820
958341,912.4,28.7,875.67,958349,0,0,0,291,790,-15764,2521,196,-15764
958392,912.41,28.7,875.58,958400,0,0,0,224,845,-15868,2521,196,-15868
958443,912.41,28.7,875.58,958451,0,0,0,265,819,-15833,2521,193,-15833
958494,912.43,28.7,875.39,958507,0,0,0,225,827,-15856,2521,193,-15856
958550,912.43,28.7,875.39,958558,0,0,1,250,808,-15814,2521,193,-15814
958601,912.4,28.7,875.67,958609,0,0,0,269,839,-15775,2510,199,-15775
958652,912.35,28.7,876.12,958660,0,0,0,267,820,-15819,2510,199,-15819
958703,912.38,28.7,875.85,958711,0,0,0,310,841,-15742,2510,199,-15742
958756,912.38,28.7,875.85,958765,0,0,0,349,789,-15748,2510,199,-15748
958808,912.4,28.7,875.67,958816,0,0,0,264,825,-15890,2510,199,-15890
958859,912.4,28.7,875.67,958867,0,0,0,251,865,-15757,2510,199,-15757
958910,912.38,28.7,875.85,958918,0,0,0,317,768,-15830,2520,193,-15830
958961,912.34,28.7,876.21,958969,0,0,0,285,851,-15903,2520,193,-15903
959016,912.39,28.7,875.76,959025,0,0,0,297,793,-15819,2520,193,-15819
959068,912.39,28.7,875.76,959076,0,0,0,296,844,-15791,2514,193,-15791
959119,912.41,28.7,875.58,959127,0,0,0,252,828,-15994,2514,193,-15994
959170,912.37,28.7,875.94,959178,0,0,0,303,834,-15768,2514,193,-15768
959221,912.42,28.7,875.48,959229,0,0,0,260,802,-15654,2514,193,-15654
959277,912.42,28.7,875.48,959285,0,0,0,260,831,-15769,2510,212,-15769
959328,912.42,28.7,875.48,959336,0,0,0,216,793,-15967,2510,212,-15967
959379,912.4,28.7,875.67,959387,0,0,0,282,830,-15804,2510,212,-15804
959430,912.44,28.7,875.3,959438,0,0,0,224,827,-15853,2519,200,-15853
959481,912.46,28.7,875.12,959490,0,0,0,262,846,-15839,2519,200,-15839
959537,912.41,28.7,875.58,959543,0,0,0,310,849,-15710,2519,200,-15710
959588,912.42,28.7,875.48,959594,0,0,0,277,876,-15731,2517,210,-15731
959639,912.36,28.7,876.03,959645,0,0,0,243,829,-15878,2517,210,-15878
959690,912.42,28.7,875.48,959696,0,0,0,273,806,-15814,2517,210,-15814
959741,912.43,28.7,875.39,959748,0,0,0,255,810,-15735,2521,195,-15735
959795,912.41,28.7,875.58,959803,0,0,0,247,833,-15689,2521,195,-15689
959846,912.4,28.7,875.67,959854,0,0,0,271,804,-15844,2521,195,-15844
959897,912.39,28.7,875.76,959905,0,0,0,210,860,-15848,2523,208,-15848
959948,912.38,28.7,875.85,959956,0,0,0,273,804,-15805,2523,208,-15805
960000,912.39,28.7,875.76,960012,0,0,0,365,839,-15750,2523,208,-15750
