"ms1","p","temp","alt","ms2","gX","gY","gZ","X","Y","Z","mX","mY","mZ"
550,912.29,21,876.66,563,0,-3,-38,13243,10114,-3296,-542,-2096,-3296
610,912.32,21.1,876.39,618,-6,9,-20,12009,9278,-3951,-542,-2096,-3951
661,912.29,21.1,876.66,669,-3,-2,-22,12706,10292,-3328,-542,-2096,-3328
712,912.33,21.1,876.3,720,1,12,-13,12797,9913,-3852,-462,-2166,-3852
763,912.34,21.1,876.21,772,0,4,-2,13195,9558,-3666,-462,-2166,-3666
815,912.36,21.1,876.03,823,6,0,11,13691,10061,-3538,-462,-2166,-3538
870,912.31,21.1,876.48,876,20,-10,-25,12353,9125,-4094,-457,-2184,-4094
919,912.31,21.1,876.48,927,18,-25,-21,12557,10698,-3607,-457,-2184,-3607
970,912.31,21.1,876.48,978,27,3,14,12540,10472,-3296,-457,-2184,-3296
1021,912.33,21.1,876.3,1030,-3,8,-8,12446,10226,-3208,-449,-2141,-3208
1073,912.35,21.1,876.12,1081,15,8,-3,12239,10264,-2734,-449,-2141,-2734
1128,912.4,21.1,875.67,1136,1,5,1,12605,10527,-2992,-449,-2141,-2992
1179,912.34,21.1,876.21,1187,2,3,0,13072,10386,-2561,-454,-2164,-2561
1230,912.35,21.1,876.12,1236,6,4,11,12415,10420,-2898,-454,-2164,-2898
1282,912.32,21.1,876.39,1288,8,-2,0,12985,10390,-2402,-454,-2164,-2402
1333,912.31,21.1,876.48,1339,0,0,-3,12404,10193,-2728,-454,-2164,-2728
1386,912.35,21.2,876.12,1394,0,-1,-10,12429,9726,-2551,-489,-2166,-2551
1437,912.35,21.2,876.12,1445,-1,3,3,12505,10716,-2593,-489,-2166,-2593
1488,912.36,21.2,876.03,1497,0,-2,-16,12553,10108,-2764,-489,-2166,-2764
1540,912.34,21.2,876.21,1548,-2,-3,-15,12107,10436,-2620,-421,-2156,-2620
1591,912.36,21.2,876.03,1599,0,0,-5,12618,10229,-2558,-421,-2156,-2558
1646,912.32,21.2,876.39,1652,-5,-3,-18,12132,11105,-3164,-421,-2156,-3164
1697,912.35,21.2,876.12,1703,3,-6,-15,12195,10262,-2527,-335,-2174,-2527
1748,912.35,21.2,876.12,1755,0,-7,-23,11734,11299,-2755,-335,-2174,-2755
1800,912.37,21.2,875.94,1806,3,-5,11,11974,11628,-2792,-335,-2174,-2792
1851,912.31,21.2,876.48,1857,0,-2,-1,11825,11422,-2724,-272,-2163,-2724
1904,912.35,21.2,876.12,1912,2,0,-7,11850,10803,-2734,-272,-2163,-2734
1955,912.35,21.2,876.12,1964,-4,-8,-32,11662,11412,-2724,-272,-2163,-2724
2007,912.3,21.2,876.57,2015,-9,-2,-18,11068,11499,-2948,-149,-2179,-2948
2058,912.36,21.2,876.03,2066,-7,8,5,11413,10554,-3229,-149,-2179,-3229
2109,912.38,21.2,875.85,2117,-5,6,24,12139,11908,-2617,-149,-2179,-2617
2164,912.39,21.2,875.76,2170,-2,-10,24,13013,12116,-2875,-237,-2176,-2875
2215,912.33,21.2,876.3,2224,-16,5,31,12153,10651,-2584,-237,-2176,-2584
2267,912.37,21.2,875.94,2275,-19,-5,17,12170,11317,-2772,-237,-2176,-2772
2318,912.38,21.2,875.85,2326,-27,-5,-13,10986,10839,-4742,-310,-2177,-4742
2369,912.35,21.2,876.12,2377,-17,1,-20,10811,9658,-4468,-310,-2177,-4468
2424,912.33,21.2,876.3,2430,-3,-7,-21,11189,12366,-3736,-310,-2177,-3736
2476,912.35,21.2,876.12,2482,-3,-7,7,11860,11064,-4225,-217,-2182,-4225
2527,912.35,21.2,876.12,2533,1,-30,-32,12183,11458,-3792,-217,-2182,-3792
2578,912.39,21.2,875.76,2584,-20,-1,-10,13548,12002,-3704,-217,-2182,-3704
2629,912.36,21.2,876.03,2635,-2,-28,-31,9480,11711,-5771,-217,-2182,-5771
2682,912.33,21.2,876.3,2691,8,-18,-26,11138,11306,-4838,-74,-2079,-4838
2734,912.38,21.2,875.85,2742,0,-15,-54,9849,12616,-5458,-74,-2079,-5458
2785,912.36,21.2,876.03,2793,-3,-4,-25,9222,12560,-5513,-74,-2079,-5513
2836,912.36,21.2,876.03,2844,2,-9,-36,10182,11568,-5193,134,-2043,-5193
2887,912.36,21.2,876.03,2899,-17,-21,-84,8798,11747,-5559,134,-2043,-5559
2942,912.34,21.2,876.21,2951,-9,-25,-86,6866,13121,-6060,134,-2043,-6060
2994,912.38,21.2,875.85,3002,-3,-34,-109,6614,13565,-6856,557,-1921,-6856
3045,912.37,21.2,875.94,3053,8,-42,-102,4228,12909,-7121,557,-1921,-7121
3096,912.35,21.3,876.12,3104,0,-45,-105,2410,13532,-8593,557,-1921,-8593
3147,912.35,21.3,876.12,3160,9,-49,-91,3115,16720,-7178,1069,-1534,-7178
3203,912.39,21.3,875.76,3211,29,-47,-38,2181,13827,-9018,1069,-1534,-9018
3254,912.37,21.3,875.94,3262,3,-36,-46,879,14951,-8671,1069,-1534,-8671
3305,912.41,21.3,875.58,3313,23,-42,-38,686,13576,-9952,1182,-1147,-9952
3356,912.38,21.3,875.85,3364,-3,-31,0,-292,12880,-11008,1182,-1147,-11008
3411,912.39,21.3,875.76,3420,20,-10,16,1418,13456,-9712,1182,-1147,-9712
3463,912.33,21.3,876.3,3471,27,-45,-37,1220,11720,-10412,1183,-948,-10412
3514,912.36,21.3,876.03,3522,-14,-84,-70,1000,12784,-10625,1183,-948,-10625
3565,912.46,21.3,875.12,3573,16,-31,-18,-1210,10257,-12110,1183,-948,-12110
3616,912.38,21.3,875.85,3624,49,-36,-27,1329,10752,-10914,1225,-559,-10914
3672,912.39,21.3,875.76,3680,43,-130,-45,-593,10979,-13598,1225,-559,-13598
3723,912.37,21.3,875.94,3731,130,-56,-94,1358,7687,-13331,1225,-559,-13331
3774,912.39,21.3,875.76,3782,138,-25,-102,2687,6716,-12381,631,82,-12381
3825,912.38,21.3,875.85,3833,115,51,-52,4160,11740,-12645,631,82,-12645
3876,912.4,21.3,875.67,3885,140,-10,-79,3104,7252,-12050,631,82,-12050
3932,912.41,21.3,875.58,3940,4,-78,-84,4221,9318,-13369,-33,144,-13369
3983,912.36,21.3,876.03,3991,3,-61,-61,4352,6876,-12527,-33,144,-12527
4034,912.37,21.3,875.94,4042,44,-61,-70,893,6884,-8898,-33,144,-8898
4085,912.36,21.3,876.03,4093,50,-204,42,5211,4638,-18360,-33,144,-18360
4136,912.4,21.3,875.67,4145,25,-40,50,5220,5413,-13385,-284,895,-13385
4192,912.37,21.3,875.94,4198,-26,30,75,4364,2727,-17722,-284,895,-17722
4243,912.39,21.3,875.76,4249,23,79,133,5076,2031,-12763,-284,895,-12763
4294,912.37,21.3,875.94,4300,-4,84,125,4547,4055,-14640,-5,867,-14640
4345,912.37,21.3,875.94,4352,-34,96,104,6064,3913,-14209,-5,867,-14209
4397,912.37,21.3,875.94,4407,-26,-16,53,5146,3471,-15091,-5,867,-15091
4450,912.37,21.3,875.94,4458,-138,68,46,4228,6083,-14952,382,512,-14952
4501,912.37,21.3,875.94,4509,2,17,49,3564,5301,-14568,382,512,-14568
4552,912.35,21.3,876.12,4560,20,165,113,3957,8408,-15824,382,512,-15824
4603,912.36,21.3,876.03,4612,21,13,22,4956,8421,-12427,735,-118,-12427
4655,912.39,21.3,875.76,4667,26,86,48,5657,7916,-11794,735,-118,-11794
4710,912.35,21.3,876.12,4718,-9,-8,9,6207,10241,-12616,735,-118,-12616
4761,912.38,21.3,875.85,4769,18,13,12,5821,8518,-12872,685,-327,-12872
4812,912.38,21.3,875.85,4820,19,-18,12,7571,9922,-12064,685,-327,-12064
4864,912.46,21.4,875.12,4872,32,38,24,6624,7373,-10714,685,-327,-10714
4915,912.38,21.3,875.85,4925,-8,-31,-15,7032,8254,-11682,494,-437,-11682
4970,912.4,21.4,875.67,4976,5,-9,-4,7321,8965,-11324,494,-437,-11324
5021,912.41,21.4,875.58,5027,7,-7,-7,6953,8730,-11391,494,-437,-11391
5070,912.38,21.4,875.85,5079,0,-5,-12,7549,8494,-11938,567,-332,-11938
5122,912.36,21.4,876.03,5130,9,9,10,7340,7878,-11364,567,-332,-11364
5173,912.36,21.4,876.03,5185,3,14,12,7274,7920,-11594,567,-332,-11594
5228,912.4,21.4,875.67,5236,0,13,6,7442,8589,-11368,629,-398,-11368
5279,912.46,21.4,875.12,5287,4,4,7,7309,8254,-11008,629,-398,-11008
5330,912.45,21.4,875.21,5337,-24,-23,-23,6994,8022,-9613,629,-398,-9613
5382,912.45,21.4,875.21,5388,-19,-4,-10,7153,8435,-12215,629,-398,-12215
5437,912.43,21.4,875.39,5443,10,1,16,6866,9177,-12508,572,-356,-12508
5486,912.41,21.4,875.58,5494,12,27,16,7383,8331,-10306,572,-356,-10306
5537,912.41,21.4,875.58,5545,26,11,29,7058,9630,-11666,572,-356,-11666
5588,912.41,21.4,875.58,5597,32,45,13,8186,8575,-10865,534,-461,-10865
5640,912.45,21.4,875.21,5648,12,-12,-4,7991,9634,-11427,534,-461,-11427
5695,912.46,21.4,875.12,5703,10,10,-23,6848,9666,-11092,534,-461,-11092
5746,912.42,21.4,875.48,5754,9,-14,-17,8084,10424,-12711,420,-540,-12711
5797,912.37,21.4,875.94,5806,32,19,3,6495,7585,-10203,420,-540,-10203
5849,912.45,21.4,875.21,5857,0,-34,-3,9235,10716,-13759,420,-540,-13759
5900,912.43,21.4,875.39,5908,0,-1,22,10285,8670,-9887,406,-517,-9887
5955,912.38,21.4,875.85,5961,-14,-49,-36,8697,10289,-9460,406,-517,-9460
6006,912.43,21.4,875.39,6012,3,12,19,7563,7927,-11479,406,-517,-11479
6057,912.39,21.4,875.76,6064,-6,-25,-31,7287,8497,-11389,480,-402,-11389
6109,912.44,21.4,875.3,6115,48,16,16,6633,8570,-12091,480,-402,-12091
6160,912.43,21.4,875.39,6166,40,51,-11,9394,8660,-10292,480,-402,-10292
6213,912.44,21.4,875.3,6221,-2,9,-1,8528,9718,-9892,318,-501,-9892
6264,912.44,21.4,875.3,6273,24,31,-28,8684,10268,-9522,318,-501,-9522
6316,912.4,21.4,875.67,6324,-8,-6,-16,8711,8829,-10777,318,-501,-10777
6367,912.41,21.4,875.58,6375,3,88,34,9352,11598,-7547,224,-757,-7547
6418,912.41,21.4,875.58,6426,-42,39,38,9653,8580,-7062,224,-757,-7062
6473,912.52,21.4,874.58,6479,-29,34,13,7763,9664,-8191,224,-757,-8191
6524,912.39,21.4,875.76,6531,-9,11,3,9912,9489,-6718,430,-997,-6718
6576,912.43,21.4,875.39,6582,-11,-36,1,9756,12157,-9472,430,-997,-9472
6627,912.44,21.4,875.3,6633,-1,-36,-4,9366,10770,-8536,430,-997,-8536
6678,912.37,21.4,875.94,6684,-4,-28,-21,8575,10171,-9316,430,-997,-9316
6731,912.34,21.4,876.21,6739,2,-45,-26,8901,11198,-9334,464,-870,-9334
6782,912.35,21.4,876.12,6791,16,19,16,8490,9936,-9239,464,-870,-9239
6834,912.41,21.4,875.58,6842,16,-17,8,9024,10323,-9510,464,-870,-9510
6885,912.37,21.4,875.94,6893,-4,-28,-9,8808,9724,-9902,424,-766,-9902
6936,912.41,21.5,875.58,6944,5,-9,-13,8665,9795,-10164,424,-766,-10164
6991,912.44,21.5,875.3,7000,3,20,23,9069,9780,-8630,424,-766,-8630
7043,912.46,21.5,875.12,7051,-3,-7,-9,8730,10286,-9099,424,-753,-9099
7094,912.48,21.5,874.94,7102,-7,13,-14,9356,9709,-8894,424,-753,-8894
7145,912.43,21.5,875.39,7153,15,3,-1,9069,8945,-7961,424,-753,-7961
7196,912.42,21.5,875.48,7204,26,-17,-40,9542,9759,-10830,428,-776,-10830
7251,912.41,21.5,875.58,7258,11,5,-130,9124,11371,-7942,428,-776,-7942
7303,912.43,21.5,875.39,7309,-58,-78,-151,7402,10191,-6980,428,-776,-6980
7354,912.46,21.5,875.12,7360,-33,-66,-113,4780,10486,-11777,454,-628,-11777
7405,912.46,21.5,875.12,7413,-8,-5,-47,3549,12791,-10620,454,-628,-10620
7456,912.42,21.5,875.48,7467,-15,-4,-12,1849,11296,-11268,454,-628,-11268
7512,912.4,21.5,875.67,7518,36,-46,-16,4394,10000,-10494,546,-508,-10494
7563,912.44,21.5,875.3,7569,25,-108,-123,1069,10316,-12540,546,-508,-12540
7614,912.48,21.5,874.94,7622,12,-154,-171,2525,8868,-12854,546,-508,-12854
7665,912.37,21.5,875.94,7673,13,-77,-131,851,9843,-14985,264,123,-14985
7720,912.39,21.5,875.76,7727,52,-110,-77,1841,6578,-14781,264,123,-14781
7772,912.44,21.5,875.3,7778,1,17,-30,1557,3512,-13836,264,123,-13836
7823,912.4,21.5,875.67,7829,4,5,0,1583,6328,-14845,102,525,-14845
7874,912.4,21.5,875.67,7880,-4,41,2,179,7446,-15086,102,525,-15086
7925,912.4,21.5,875.67,7931,16,-2,-18,-68,7437,-15860,102,525,-15860
7979,912.46,21.5,875.12,7987,30,29,-33,864,6499,-14561,67,346,-14561
8030,912.39,21.5,875.76,8038,13,15,-28,1676,6982,-12954,67,346,-12954
8081,912.42,21.5,875.48,8089,-6,31,-24,1892,7297,-13788,67,346,-13788
8132,912.4,21.5,875.67,8140,0,-15,-27,477,7760,-13807,67,346,-13807
8183,912.48,21.5,874.94,8192,1,13,0,168,8255,-12865,-15,190,-12865
8239,912.47,21.5,875.03,8245,-27,12,-8,-277,9557,-12973,-15,190,-12973
8290,912.49,21.5,874.85,8296,2,8,58,1195,7543,-12683,-15,190,-12683
8341,912.48,21.5,874.94,8347,11,3,64,-116,6355,-14705,21,124,-14705
8392,912.47,21.5,875.03,8398,27,0,57,2213,8165,-14325,21,124,-14325
8441,912.51,21.5,874.67,8450,20,40,58,3616,9594,-12458,21,124,-12458
8497,912.44,21.5,875.3,8505,14,35,87,3445,9935,-13748,-121,103,-13748
8548,912.45,21.5,875.21,8556,0,99,117,4401,10876,-12829,-121,103,-12829
8599,912.43,21.5,875.39,8607,-23,76,109,4294,7609,-12041,-121,103,-12041
8650,912.42,21.6,875.48,8658,1,63,75,4980,9701,-12454,-145,-250,-12454
8701,912.44,21.6,875.3,8710,79,139,112,6862,10734,-11093,-145,-250,-11093
8757,912.4,21.6,875.67,8763,49,87,63,8541,9134,-5694,-145,-250,-5694
8808,912.44,21.5,875.3,8814,-12,51,46,9039,10818,-7557,-424,-692,-7557
8859,912.44,21.6,875.3,8865,-50,-2,-24,9000,10547,-7358,-424,-692,-7358
8910,912.45,21.6,875.21,8916,-44,-66,-56,8860,10974,-8542,-424,-692,-8542
8962,912.49,21.6,874.85,8968,-16,29,18,9065,11842,-8404,-132,-698,-8404
9015,912.44,21.6,875.3,9023,-21,-19,-12,7667,11633,-9898,-132,-698,-9898
9068,912.44,21.6,875.3,9074,-2,1,8,8265,11057,-9423,-132,-698,-9423
9117,912.44,21.6,875.3,9125,9,12,32,8750,10607,-8709,-158,-684,-8709
9168,912.46,21.6,875.12,9177,-28,26,41,8540,11011,-8887,-158,-684,-8887
9220,912.44,21.6,875.3,9228,-14,-4,20,8064,9674,-9572,-158,-684,-9572
9275,912.53,21.6,874.49,9283,6,-4,21,9707,10988,-8057,63,-704,-8057
9326,912.37,21.6,875.94,9334,7,-30,-4,8037,10324,-8914,63,-704,-8914
9377,912.49,21.6,874.85,9385,-45,-35,45,8570,11815,-10199,63,-704,-10199
9428,912.49,21.6,874.85,9437,-29,-10,0,8982,9303,-10115,63,-704,-10115
9480,912.5,21.6,874.76,9490,23,17,20,9680,10499,-9755,167,-485,-9755
9535,912.43,21.6,875.39,9541,21,28,37,8871,9200,-10086,167,-485,-10086
9586,912.48,21.6,874.94,9592,-2,-3,0,8279,8231,-9766,167,-485,-9766
9637,912.45,21.6,875.21,9644,-17,-18,3,9873,9072,-9260,85,-540,-9260
9689,912.46,21.6,875.12,9695,-14,-14,7,8574,8263,-9697,85,-540,-9697
9740,912.52,21.6,874.58,9750,2,-5,9,8889,8096,-9718,85,-540,-9718
9793,912.51,21.6,874.67,9801,-1,7,14,9034,8617,-10136,114,-463,-10136
9844,912.48,21.6,874.94,9852,0,14,11,9232,7883,-9497,114,-463,-9497
9895,912.46,21.6,875.12,9904,-7,18,24,9611,8950,-9737,114,-463,-9737
9947,912.48,21.6,874.94,9955,-8,22,9,9504,7894,-9154,30,-513,-9154
9998,912.44,21.6,875.3,10008,-17,58,49,8592,9829,-10516,30,-513,-10516
10053,912.46,21.6,875.12,10059,-31,56,48,9964,9481,-9600,30,-513,-9600
10104,912.48,21.6,874.94,10110,-20,33,34,9583,8025,-9504,96,-771,-9504
10156,912.44,21.6,875.3,10162,7,31,40,10521,8948,-8364,96,-771,-8364
10207,912.48,21.6,874.94,10213,1,13,19,10369,8618,-9309,96,-771,-9309
10260,912.46,21.6,875.12,10268,0,-15,-19,9345,8378,-9597,10,-859,-9597
10311,912.5,21.7,874.76,10319,11,-30,-17,10053,9753,-9667,10,-859,-9667
10364,912.44,21.6,875.3,10371,-10,-29,-1,9462,8161,-9299,10,-859,-9299
10416,912.48,21.7,874.94,10422,4,6,50,11378,9657,-9166,0,-726,-9166
10467,912.48,21.7,874.94,10473,-5,-22,20,9898,7656,-9841,0,-726,-9841
10520,912.46,21.7,875.12,10528,98,-34,24,10266,7860,-9315,0,-726,-9315
10571,912.47,21.7,875.03,10579,37,-16,70,13897,5666,-7590,-300,-544,-7590
10622,912.5,21.7,874.76,10631,-22,-49,19,12584,6747,-9141,-300,-544,-9141
10676,912.48,21.7,874.94,10682,-20,-43,4,10610,3758,-9067,-300,-544,-9067
10727,912.45,21.7,875.21,10733,-11,-42,2,11480,4161,-10276,-272,-175,-10276
10780,912.46,21.7,875.12,10788,-46,-50,-47,10071,2853,-11227,-272,-175,-11227
10833,912.48,21.7,874.94,10840,-30,-27,-23,11762,4878,-10525,-272,-175,-10525
10885,912.51,21.7,874.67,10893,-10,-14,5,10936,4031,-10776,-272,-175,-10776
10936,912.48,21.7,874.94,10944,-6,-16,22,10169,3030,-10740,-27,80,-10740
10987,912.55,21.7,874.3,10997,-7,1,-3,10112,4187,-11313,-27,80,-11313
11042,912.49,21.7,874.85,11048,-19,1,-13,10516,4559,-11151,-27,80,-11151
11094,912.52,21.7,874.58,11100,-17,2,-15,9610,3679,-11716,70,114,-11716
11145,912.48,21.7,874.94,11153,7,16,-8,9534,3983,-11635,70,114,-11635
11196,912.54,21.7,874.4,11204,-11,13,-13,10627,5448,-11521,70,114,-11521
11247,912.45,21.7,875.21,11257,16,19,-22,9470,4977,-12377,176,-33,-12377
11302,912.43,21.7,875.39,11309,1,5,-39,9195,5213,-12455,176,-33,-12455
11354,912.45,21.7,875.21,11360,8,2,-21,11133,5541,-11421,176,-33,-11421
11405,912.49,21.7,874.85,11411,-9,1,-20,10738,6317,-10982,213,-127,-10982
11456,912.48,21.7,874.94,11464,9,-20,22,7158,5635,-8219,213,-127,-8219
11511,912.43,21.7,875.39,11517,-5,-5,8,10428,6274,-11783,213,-127,-11783
11563,912.48,21.7,874.94,11569,-5,2,3,9241,4629,-11090,219,-88,-11090
11612,912.44,21.7,875.3,11620,-1,5,17,9958,5564,-11679,219,-88,-11679
11663,912.45,21.7,875.21,11671,-34,-11,5,9897,5101,-11552,219,-88,-11552
11716,912.44,21.7,875.3,11722,-5,-6,-17,10309,5802,-11629,297,-57,-11629
11769,912.43,21.7,875.39,11778,8,-7,28,8701,5643,-12353,297,-57,-12353
11821,912.46,21.7,875.12,11829,13,-4,-4,9111,3595,-10576,297,-57,-10576
11872,912.45,21.7,875.21,11880,18,22,31,10837,7083,-11902,359,-60,-11902
11923,912.48,21.7,874.94,11931,36,-2,44,10765,5168,-10617,359,-60,-10617
11974,912.44,21.7,875.3,11982,36,-10,54,9372,3020,-9712,359,-60,-9712
12029,912.43,21.7,875.39,12038,11,-4,-6,10074,3680,-11021,223,-5,-11021
12081,912.46,21.7,875.12,12089,-50,-37,-40,10360,4447,-12200,223,-5,-12200
12132,912.45,21.7,875.21,12140,-32,-9,-35,10299,4232,-11748,223,-5,-11748
12185,912.44,21.7,875.3,12191,-27,14,-40,8596,4616,-12296,459,35,-12296
12236,912.34,21.7,876.21,12242,-9,11,0,8973,3746,-11528,459,35,-11528
12290,912.42,21.7,875.48,12298,9,-9,20,10579,5367,-10676,459,35,-10676
12341,912.42,21.7,875.48,12349,5,6,45,9654,5302,-11274,459,35,-11274
12392,912.47,21.8,875.03,12400,14,18,69,9886,3740,-11685,476,-21,-11685
12443,912.45,21.7,875.21,12451,-29,-2,5,9533,4514,-12151,476,-21,-12151
12494,912.44,21.8,875.3,12507,4,23,-30,10559,4598,-11797,476,-21,-11797
12550,912.47,21.8,875.03,12558,2,7,4,10065,3767,-11931,481,-112,-11931
12601,912.44,21.7,875.3,12609,22,13,8,10865,5554,-12435,481,-112,-12435
12652,912.44,21.8,875.3,12660,40,48,18,12715,5842,-13833,481,-112,-13833
12703,912.43,21.8,875.39,12711,27,26,20,10277,6731,-9901,352,-299,-9901
12754,912.44,21.7,875.3,12765,33,-9,4,11103,5479,-8668,352,-299,-8668
12810,912.39,21.8,875.76,12816,13,-19,-7,10739,4431,-9977,352,-299,-9977
12861,912.39,21.8,875.76,12869,-1,3,19,10124,4186,-8817,186,-294,-8817
12912,912.43,21.8,875.39,12920,-13,-52,-34,10796,5367,-13090,186,-294,-13090
12963,912.46,21.8,875.12,12972,16,-18,-26,11619,4416,-10306,186,-294,-10306
13019,912.45,21.8,875.21,13027,29,-58,-33,11756,4248,-8780,180,-171,-8780
13070,912.48,21.8,874.94,13078,31,-65,-3,12085,4534,-12321,180,-171,-12321
13121,912.47,21.8,875.03,13129,47,-53,-8,12222,3715,-10372,180,-171,-10372
13172,912.47,21.8,875.03,13180,4,-30,-39,12179,3138,-9412,-19,249,-9412
13223,912.41,21.8,875.58,13232,-6,-18,-19,12187,3307,-8755,-19,249,-8755
13279,912.44,21.8,875.3,13287,-4,-31,-12,11084,2682,-10664,-19,249,-10664
13330,912.43,21.8,875.39,13338,4,7,-8,11807,3627,-10615,2,345,-10615
13381,912.44,21.8,875.3,13389,6,7,-4,11973,3118,-9921,2,345,-9921
13432,912.43,21.8,875.39,13441,-18,-9,-10,11083,3162,-10573,2,345,-10573
13484,912.38,21.8,875.85,13492,-2,-7,-15,11226,3649,-10917,45,312,-10917
13539,912.45,21.8,875.21,13547,5,0,2,11841,3464,-10794,45,312,-10794
13590,912.41,21.8,875.58,13596,-6,1,3,11828,3271,-10114,45,312,-10114
13641,912.45,21.8,875.21,13647,38,14,18,10762,2746,-9408,16,248,-9408
13692,912.41,21.8,875.58,13701,0,-45,1,13870,5628,-10677,16,248,-10677
13744,912.39,21.8,875.76,13752,15,12,8,11242,2927,-9949,16,248,-9949
13797,912.46,21.8,875.12,13805,-1,16,0,13108,4319,-9780,16,248,-9780
13848,912.45,21.8,875.21,13856,-30,-9,-21,11803,2476,-9662,-40,260,-9662
13901,912.47,21.8,875.03,13907,30,1,20,12502,4080,-10607,-40,260,-10607
13953,912.44,21.8,875.3,13959,-7,-41,-11,12646,3165,-10367,-40,260,-10367
14004,912.4,21.8,875.67,14018,3,8,-14,12429,2983,-9983,-99,357,-9983
14061,912.42,21.8,875.48,14069,-10,-24,-32,11590,3508,-8555,-99,357,-8555
14112,912.49,21.8,874.85,14120,-22,-56,-1,12410,3702,-11752,-99,357,-11752
14163,912.42,21.8,875.48,14172,10,-41,-7,11529,2061,-10546,-78,494,-10546
14215,912.4,21.8,875.67,14223,-10,-43,3,12012,1608,-10466,-78,494,-10466
14270,912.49,21.8,874.85,14278,-18,-19,-6,12230,1441,-11479,-78,494,-11479
14321,912.48,21.8,874.94,14329,-16,5,-10,10820,2384,-11823,-26,727,-11823
14372,912.46,21.8,875.12,14381,-17,-3,-18,10381,2442,-12127,-26,727,-12127
14424,912.45,21.9,875.21,14432,-8,-12,-12,10656,1766,-11042,-26,727,-11042
14475,912.44,21.9,875.3,14483,-19,17,-13,10955,3021,-12110,49,687,-12110
14530,912.43,21.9,875.39,14538,-38,-9,-30,9856,2747,-10981,49,687,-10981
14581,912.45,21.9,875.21,14589,3,-12,-4,9310,2381,-11074,49,687,-11074
14632,912.46,21.9,875.12,14641,0,-15,-3,10300,2804,-12196,140,587,-12196
14684,912.44,21.9,875.3,14692,-4,-49,-2,9747,2979,-12712,140,587,-12712
14737,912.41,21.9,875.58,14743,0,-3,-10,10275,2449,-12933,140,587,-12933
14790,912.42,21.9,875.48,14798,-3,-23,-19,10129,2386,-12532,135,728,-12532
14841,912.4,21.9,875.67,14850,-9,-51,-17,9989,2078,-12805,135,728,-12805
14895,912.39,21.9,875.76,14901,-12,0,-15,9689,1412,-13363,135,728,-13363
14946,912.42,21.9,875.48,14952,-26,6,-23,9683,1803,-13819,202,798,-13819
14997,912.43,21.9,875.39,15007,-12,32,-12,9354,2576,-13610,202,798,-13610
15052,912.43,21.9,875.39,15058,-24,-27,-15,9329,3087,-13684,202,798,-13684
15104,912.48,21.9,874.94,15110,-16,-17,-9,8287,2304,-13539,291,728,-13539
15155,912.47,21.9,875.03,15163,-27,-21,-18,7784,2341,-13023,291,728,-13023
15206,912.43,21.9,875.39,15214,-5,8,-1,8025,3011,-13617,291,728,-13617
15257,912.44,21.9,875.3,15267,-2,-14,5,7716,2949,-13290,365,761,-13290
15312,912.46,21.9,875.12,15321,0,-19,3,7615,2797,-13964,365,761,-13964
15364,912.39,21.9,875.76,15372,23,-43,36,7976,1852,-12765,365,761,-12765
15415,912.48,21.9,874.94,15423,21,-27,31,7073,-642,-14515,365,761,-14515
15466,912.48,21.9,874.94,15474,53,28,3,9938,1831,-12516,363,1020,-12516
15521,912.47,21.9,875.03,15527,32,-5,0,8753,953,-13274,363,1020,-13274
15572,912.45,21.9,875.21,15579,76,-51,-9,8576,794,-12031,363,1020,-12031
15624,912.46,21.9,875.12,15630,27,-44,-11,10913,-30,-12163,73,1074,-12163
15675,912.41,21.9,875.58,15683,30,-46,-25,11387,170,-11526,73,1074,-11526
15726,912.49,21.9,874.85,15734,-24,-5,-6,10169,-1006,-12955,73,1074,-12955
15781,912.43,21.9,875.39,15788,-10,35,-14,10396,-20,-11462,-51,1204,-11462
15833,912.43,21.9,875.39,15841,-16,36,-6,11081,250,-12158,-51,1204,-12158
15884,912.45,21.9,875.21,15892,-112,63,-21,9710,1791,-13463,-51,1204,-13463
15935,912.42,21.9,875.48,15943,-13,33,-30,8195,1754,-12508,134,934,-12508
15986,912.43,21.9,875.39,15994,-23,5,-71,7304,2020,-13564,134,934,-13564
16041,912.42,21.9,875.48,16050,-51,-19,-54,8887,4031,-15040,134,934,-15040
16093,912.4,21.9,875.67,16101,-24,-27,-60,6356,2027,-14628,192,858,-14628
16144,912.41,21.9,875.58,16152,-56,-61,-51,6515,1979,-14305,192,858,-14305
16195,912.49,21.9,874.85,16203,-65,-71,-63,5638,2099,-16083,192,858,-16083
16248,912.5,21.9,874.76,16269,-50,-58,-47,5824,2239,-14617,349,1119,-14617
16312,912.51,21.9,874.67,16320,-46,-60,-54,4295,1076,-15910,349,1119,-15910
16363,912.42,21.9,875.48,16371,-36,-28,-68,2803,2,-16244,349,1119,-16244
16416,912.44,21.9,875.3,16422,-18,-52,-51,3098,42,-16037,343,1323,-16037
16467,912.43,21.9,875.39,16476,-17,-14,-63,2886,-892,-15844,343,1323,-15844
16523,912.41,21.9,875.58,16529,12,-5,-52,3445,-1100,-14892,343,1323,-14892
16574,912.43,21.9,875.39,16582,0,5,-15,2593,848,-15440,152,1381,-15440
16625,912.45,22,875.21,16633,-12,-12,-10,2836,-262,-14986,152,1381,-14986
16676,912.46,21.9,875.12,16685,-15,18,-2,3346,74,-14880,152,1381,-14880
16728,912.45,22,875.21,16736,6,20,27,1729,523,-15014,196,1310,-15014
